'Elapsed time','i','ii','iii','avr','avl','avf','v1','v2','v3','v4','v5','v6','vx','vy','vz'
'0:01.067',0.561,0.395,-0.166,-0.478,0.364,0.115,0.344,0.178,0.807,0.495,0.013,0.070,0.054,0.073,-0.182
'0:01.068',0.552,0.391,-0.161,-0.471,0.356,0.115,0.345,0.174,0.805,0.492,0.010,0.070,0.053,0.084,-0.186
'0:01.069',0.553,0.392,-0.162,-0.472,0.357,0.115,0.343,0.176,0.806,0.492,0.009,0.068,0.054,0.085,-0.182
'0:01.070',0.552,0.389,-0.164,-0.470,0.358,0.113,0.338,0.174,0.803,0.492,0.007,0.065,0.057,0.087,-0.178
'0:01.071',0.559,0.393,-0.167,-0.476,0.363,0.114,0.346,0.177,0.806,0.495,0.010,0.068,0.056,0.086,-0.184
'0:01.072',0.552,0.395,-0.158,-0.473,0.355,0.118,0.350,0.181,0.814,0.501,0.015,0.071,0.055,0.086,-0.188
'0:01.073',0.547,0.394,-0.153,-0.470,0.350,0.120,0.346,0.180,0.810,0.499,0.015,0.070,0.056,0.085,-0.183
'0:01.074',0.554,0.394,-0.160,-0.474,0.357,0.117,0.346,0.178,0.808,0.495,0.011,0.067,0.054,0.081,-0.183
'0:01.075',0.565,0.407,-0.158,-0.486,0.361,0.124,0.347,0.177,0.815,0.501,0.019,0.073,0.057,0.091,-0.194
'0:01.076',0.573,0.413,-0.159,-0.493,0.366,0.128,0.343,0.173,0.815,0.502,0.021,0.079,0.066,0.089,-0.192
'0:01.077',0.562,0.404,-0.158,-0.483,0.360,0.123,0.341,0.174,0.811,0.497,0.015,0.076,0.062,0.085,-0.188
'0:01.078',0.558,0.403,-0.155,-0.480,0.357,0.123,0.342,0.168,0.809,0.497,0.015,0.073,0.050,0.078,-0.190
'0:01.079',0.560,0.406,-0.154,-0.482,0.357,0.126,0.341,0.168,0.811,0.498,0.015,0.074,0.056,0.077,-0.187
'0:01.080',0.557,0.401,-0.155,-0.479,0.356,0.123,0.350,0.186,0.816,0.501,0.017,0.080,0.057,0.093,-0.189
'0:01.081',0.557,0.394,-0.164,-0.475,0.360,0.115,0.349,0.181,0.815,0.500,0.017,0.081,0.054,0.086,-0.190
'0:01.082',0.561,0.395,-0.166,-0.478,0.364,0.114,0.341,0.174,0.811,0.499,0.014,0.075,0.059,0.088,-0.192
'0:01.083',0.556,0.387,-0.169,-0.472,0.362,0.109,0.343,0.177,0.810,0.497,0.008,0.067,0.056,0.090,-0.190
'0:01.084',0.568,0.405,-0.163,-0.486,0.365,0.121,0.342,0.174,0.812,0.501,0.015,0.077,0.059,0.079,-0.190
'0:01.085',0.579,0.412,-0.167,-0.495,0.372,0.123,0.344,0.174,0.814,0.504,0.024,0.083,0.059,0.079,-0.192
'0:01.086',0.570,0.400,-0.170,-0.484,0.369,0.115,0.330,0.172,0.812,0.500,0.017,0.068,0.051,0.076,-0.189
'0:01.087',0.561,0.405,-0.157,-0.483,0.359,0.124,0.332,0.169,0.812,0.502,0.018,0.069,0.056,0.085,-0.191
'0:01.088',0.570,0.405,-0.164,-0.487,0.366,0.120,0.349,0.177,0.816,0.501,0.017,0.077,0.060,0.082,-0.191
'0:01.089',0.581,0.416,-0.164,-0.498,0.372,0.126,0.348,0.182,0.817,0.504,0.022,0.082,0.060,0.082,-0.196
'0:01.090',0.572,0.411,-0.160,-0.491,0.365,0.126,0.347,0.181,0.815,0.503,0.021,0.068,0.051,0.085,-0.198
'0:01.091',0.559,0.400,-0.159,-0.479,0.359,0.120,0.344,0.177,0.814,0.501,0.017,0.068,0.050,0.079,-0.197
'0:01.092',0.558,0.403,-0.155,-0.480,0.356,0.123,0.339,0.174,0.813,0.504,0.020,0.077,0.061,0.089,-0.196
'0:01.093',0.570,0.407,-0.162,-0.488,0.365,0.122,0.336,0.172,0.815,0.505,0.018,0.073,0.058,0.089,-0.197
'0:01.094',0.565,0.408,-0.155,-0.486,0.360,0.127,0.345,0.177,0.818,0.509,0.022,0.077,0.057,0.082,-0.193
'0:01.095',0.559,0.411,-0.147,-0.485,0.353,0.132,0.349,0.179,0.818,0.509,0.022,0.070,0.053,0.087,-0.195
'0:01.096',0.568,0.411,-0.156,-0.489,0.362,0.128,0.340,0.172,0.813,0.509,0.022,0.073,0.060,0.095,-0.198
'0:01.097',0.570,0.407,-0.162,-0.488,0.365,0.122,0.333,0.172,0.812,0.510,0.026,0.085,0.071,0.084,-0.192
'0:01.098',0.570,0.407,-0.162,-0.488,0.365,0.123,0.341,0.179,0.816,0.511,0.024,0.076,0.063,0.086,-0.193
'0:01.099',0.573,0.410,-0.162,-0.491,0.367,0.124,0.340,0.175,0.810,0.507,0.019,0.074,0.059,0.089,-0.192
'0:01.100',0.574,0.408,-0.165,-0.491,0.369,0.121,0.336,0.175,0.814,0.509,0.024,0.080,0.061,0.083,-0.192
'0:01.101',0.561,0.401,-0.160,-0.481,0.360,0.120,0.342,0.174,0.818,0.515,0.030,0.084,0.060,0.084,-0.193
'0:01.102',0.555,0.398,-0.157,-0.477,0.356,0.120,0.341,0.171,0.816,0.511,0.028,0.082,0.059,0.096,-0.195
'0:01.103',0.564,0.403,-0.161,-0.483,0.362,0.121,0.342,0.178,0.823,0.517,0.033,0.088,0.066,0.101,-0.197
'0:01.104',0.567,0.417,-0.149,-0.492,0.358,0.134,0.338,0.178,0.822,0.518,0.038,0.099,0.077,0.090,-0.195
'0:01.105',0.564,0.410,-0.153,-0.487,0.358,0.129,0.341,0.173,0.814,0.508,0.026,0.088,0.072,0.087,-0.190
'0:01.106',0.563,0.404,-0.159,-0.483,0.361,0.122,0.336,0.169,0.811,0.509,0.025,0.083,0.065,0.076,-0.188
'0:01.107',0.555,0.406,-0.149,-0.480,0.352,0.128,0.337,0.171,0.813,0.508,0.026,0.078,0.061,0.082,-0.189
'0:01.108',0.553,0.405,-0.149,-0.479,0.351,0.128,0.343,0.174,0.815,0.509,0.028,0.079,0.058,0.090,-0.192
'0:01.109',0.556,0.409,-0.146,-0.482,0.351,0.131,0.337,0.172,0.815,0.512,0.033,0.088,0.066,0.092,-0.190
'0:01.110',0.565,0.418,-0.146,-0.491,0.355,0.136,0.342,0.172,0.817,0.512,0.032,0.088,0.063,0.102,-0.191
'0:01.111',0.571,0.417,-0.153,-0.493,0.362,0.132,0.341,0.171,0.814,0.509,0.030,0.088,0.062,0.089,-0.192
'0:01.112',0.565,0.408,-0.156,-0.486,0.360,0.126,0.342,0.172,0.815,0.511,0.029,0.085,0.074,0.087,-0.185
'0:01.113',0.572,0.418,-0.153,-0.495,0.362,0.132,0.341,0.171,0.816,0.511,0.032,0.083,0.073,0.096,-0.188
'0:01.114',0.575,0.415,-0.159,-0.494,0.366,0.128,0.336,0.169,0.816,0.510,0.034,0.086,0.070,0.089,-0.189
'0:01.115',0.580,0.418,-0.161,-0.498,0.370,0.129,0.339,0.172,0.813,0.505,0.028,0.080,0.064,0.086,-0.188
'0:01.116',0.570,0.416,-0.154,-0.493,0.362,0.131,0.337,0.167,0.810,0.501,0.024,0.072,0.059,0.091,-0.191
'0:01.117',0.555,0.410,-0.144,-0.483,0.350,0.133,0.336,0.167,0.816,0.509,0.032,0.083,0.064,0.096,-0.192
'0:01.118',0.562,0.415,-0.146,-0.488,0.354,0.134,0.337,0.170,0.815,0.508,0.031,0.083,0.067,0.092,-0.190
'0:01.119',0.564,0.406,-0.157,-0.484,0.360,0.124,0.336,0.170,0.811,0.504,0.024,0.074,0.064,0.088,-0.185
'0:01.120',0.569,0.410,-0.158,-0.489,0.363,0.127,0.332,0.168,0.812,0.506,0.028,0.085,0.067,0.084,-0.184
'0:01.121',0.570,0.415,-0.154,-0.492,0.362,0.131,0.339,0.176,0.823,0.516,0.040,0.102,0.072,0.089,-0.192
'0:01.122',0.566,0.406,-0.159,-0.486,0.362,0.124,0.347,0.179,0.823,0.516,0.039,0.095,0.066,0.092,-0.198
'0:01.123',0.569,0.395,-0.173,-0.481,0.370,0.111,0.336,0.172,0.809,0.502,0.024,0.074,0.061,0.084,-0.188
'0:01.124',0.572,0.402,-0.169,-0.486,0.370,0.117,0.333,0.171,0.808,0.501,0.023,0.074,0.062,0.076,-0.184
'0:01.125',0.576,0.406,-0.170,-0.491,0.373,0.118,0.336,0.165,0.808,0.501,0.025,0.080,0.056,0.074,-0.188
'0:01.126',0.561,0.395,-0.167,-0.478,0.364,0.114,0.334,0.170,0.810,0.503,0.029,0.085,0.062,0.077,-0.184
'0:01.127',0.555,0.401,-0.153,-0.478,0.354,0.123,0.344,0.182,0.816,0.510,0.038,0.090,0.068,0.089,-0.191
'0:01.128',0.556,0.392,-0.164,-0.474,0.360,0.114,0.329,0.168,0.805,0.500,0.029,0.084,0.065,0.085,-0.183
'0:01.129',0.550,0.392,-0.158,-0.471,0.354,0.117,0.325,0.163,0.799,0.496,0.026,0.079,0.061,0.082,-0.184
'0:01.130',0.562,0.409,-0.151,-0.485,0.357,0.129,0.340,0.170,0.806,0.502,0.033,0.076,0.054,0.088,-0.194
'0:01.131',0.562,0.410,-0.151,-0.486,0.357,0.129,0.340,0.171,0.808,0.502,0.030,0.075,0.059,0.086,-0.191
'0:01.132',0.553,0.405,-0.148,-0.478,0.350,0.128,0.333,0.165,0.803,0.499,0.025,0.070,0.057,0.083,-0.188
'0:01.133',0.558,0.405,-0.154,-0.481,0.356,0.125,0.324,0.160,0.799,0.497,0.025,0.071,0.058,0.085,-0.186
'0:01.134',0.557,0.402,-0.155,-0.480,0.356,0.123,0.329,0.165,0.801,0.500,0.027,0.075,0.059,0.086,-0.188
'0:01.135',0.559,0.407,-0.151,-0.483,0.355,0.128,0.332,0.167,0.802,0.500,0.026,0.075,0.059,0.086,-0.192
'0:01.136',0.561,0.419,-0.141,-0.490,0.351,0.139,0.330,0.165,0.804,0.504,0.033,0.088,0.067,0.089,-0.195
'0:01.137',0.553,0.402,-0.151,-0.477,0.352,0.125,0.326,0.162,0.798,0.496,0.022,0.072,0.059,0.082,-0.186
'0:01.138',0.560,0.400,-0.161,-0.480,0.360,0.119,0.332,0.164,0.800,0.496,0.018,0.064,0.053,0.080,-0.189
'0:01.139',0.561,0.408,-0.152,-0.485,0.357,0.128,0.334,0.165,0.803,0.502,0.025,0.074,0.058,0.086,-0.193
'0:01.140',0.556,0.404,-0.152,-0.480,0.354,0.126,0.330,0.163,0.800,0.499,0.021,0.073,0.059,0.089,-0.190
'0:01.141',0.553,0.395,-0.158,-0.474,0.355,0.118,0.332,0.163,0.800,0.500,0.022,0.077,0.060,0.090,-0.185
'0:01.142',0.556,0.390,-0.166,-0.473,0.361,0.112,0.330,0.159,0.797,0.497,0.021,0.074,0.060,0.085,-0.182
'0:01.143',0.561,0.398,-0.163,-0.479,0.362,0.117,0.336,0.166,0.802,0.500,0.025,0.081,0.064,0.081,-0.186
'0:01.144',0.559,0.400,-0.159,-0.479,0.359,0.120,0.330,0.159,0.800,0.499,0.024,0.080,0.065,0.077,-0.184
'0:01.145',0.558,0.397,-0.161,-0.477,0.359,0.118,0.326,0.155,0.797,0.497,0.022,0.078,0.064,0.071,-0.183
'0:01.146',0.558,0.397,-0.162,-0.477,0.360,0.117,0.330,0.161,0.798,0.497,0.023,0.083,0.064,0.076,-0.186
'0:01.147',0.566,0.405,-0.161,-0.484,0.363,0.122,0.333,0.162,0.800,0.499,0.025,0.085,0.066,0.082,-0.186
'0:01.148',0.567,0.407,-0.159,-0.486,0.362,0.124,0.340,0.166,0.802,0.501,0.026,0.082,0.065,0.082,-0.186
'0:01.149',0.571,0.407,-0.163,-0.489,0.366,0.122,0.336,0.166,0.801,0.500,0.026,0.085,0.066,0.079,-0.183
'0:01.150',0.560,0.406,-0.153,-0.483,0.357,0.127,0.333,0.162,0.801,0.503,0.030,0.090,0.067,0.086,-0.188
'0:01.151',0.556,0.403,-0.153,-0.479,0.354,0.125,0.336,0.163,0.799,0.498,0.024,0.085,0.064,0.097,-0.188
'0:01.152',0.573,0.408,-0.164,-0.490,0.368,0.122,0.336,0.163,0.796,0.494,0.019,0.080,0.060,0.097,-0.189
'0:01.153',0.564,0.406,-0.158,-0.484,0.361,0.124,0.332,0.158,0.796,0.495,0.017,0.077,0.055,0.099,-0.190
'0:01.154',0.561,0.400,-0.161,-0.481,0.361,0.119,0.333,0.162,0.798,0.494,0.017,0.077,0.063,0.089,-0.182
'0:01.155',0.558,0.400,-0.159,-0.479,0.358,0.120,0.329,0.159,0.794,0.491,0.015,0.076,0.066,0.087,-0.183
'0:01.156',0.546,0.398,-0.148,-0.472,0.347,0.124,0.326,0.157,0.792,0.490,0.013,0.080,0.065,0.089,-0.187
'0:01.157',0.552,0.399,-0.153,-0.476,0.353,0.122,0.326,0.155,0.791,0.490,0.016,0.082,0.072,0.086,-0.182
'0:01.158',0.558,0.404,-0.154,-0.481,0.356,0.124,0.330,0.158,0.793,0.491,0.015,0.076,0.069,0.085,-0.178
'0:01.159',0.562,0.409,-0.152,-0.485,0.357,0.128,0.337,0.167,0.798,0.496,0.019,0.080,0.065,0.083,-0.178
'0:01.160',0.565,0.410,-0.154,-0.487,0.360,0.128,0.335,0.165,0.797,0.495,0.019,0.081,0.067,0.084,-0.178
'0:01.161',0.559,0.399,-0.161,-0.479,0.360,0.119,0.336,0.164,0.796,0.495,0.017,0.079,0.067,0.079,-0.177
'0:01.162',0.549,0.391,-0.158,-0.470,0.353,0.117,0.337,0.166,0.798,0.496,0.018,0.080,0.061,0.089,-0.181
'0:01.163',0.553,0.395,-0.158,-0.474,0.355,0.119,0.333,0.162,0.795,0.495,0.017,0.081,0.061,0.083,-0.180
'0:01.164',0.561,0.405,-0.157,-0.483,0.359,0.124,0.328,0.155,0.795,0.495,0.018,0.080,0.068,0.085,-0.180
'0:01.165',0.560,0.399,-0.161,-0.479,0.360,0.119,0.332,0.158,0.796,0.495,0.018,0.079,0.065,0.084,-0.182
'0:01.166',0.563,0.398,-0.165,-0.480,0.364,0.117,0.333,0.159,0.795,0.497,0.017,0.073,0.062,0.074,-0.180
'0:01.167',0.562,0.403,-0.160,-0.482,0.361,0.121,0.331,0.155,0.794,0.497,0.018,0.076,0.058,0.080,-0.178
'0:01.168',0.567,0.401,-0.165,-0.484,0.366,0.118,0.334,0.159,0.790,0.494,0.013,0.082,0.059,0.075,-0.178
'0:01.169',0.568,0.402,-0.166,-0.485,0.367,0.118,0.334,0.159,0.790,0.494,0.014,0.079,0.064,0.077,-0.180
'0:01.170',0.558,0.398,-0.161,-0.478,0.359,0.118,0.331,0.158,0.789,0.494,0.015,0.081,0.066,0.079,-0.179
'0:01.171',0.553,0.394,-0.160,-0.473,0.356,0.117,0.333,0.159,0.787,0.493,0.015,0.078,0.066,0.083,-0.177
'0:01.172',0.558,0.396,-0.162,-0.477,0.360,0.117,0.327,0.148,0.785,0.493,0.017,0.081,0.067,0.082,-0.176
'0:01.173',0.572,0.404,-0.168,-0.487,0.370,0.118,0.326,0.150,0.785,0.495,0.018,0.084,0.066,0.083,-0.177
'0:01.174',0.564,0.391,-0.173,-0.477,0.368,0.109,0.334,0.164,0.788,0.495,0.018,0.079,0.061,0.086,-0.179
'0:01.175',0.555,0.394,-0.161,-0.474,0.358,0.117,0.331,0.162,0.788,0.493,0.018,0.075,0.060,0.086,-0.181
'0:01.176',0.564,0.403,-0.162,-0.483,0.362,0.120,0.330,0.157,0.787,0.494,0.018,0.074,0.060,0.082,-0.181
'0:01.177',0.562,0.393,-0.169,-0.477,0.365,0.112,0.326,0.152,0.786,0.492,0.017,0.073,0.057,0.076,-0.183
'0:01.178',0.554,0.390,-0.165,-0.472,0.360,0.113,0.322,0.148,0.785,0.492,0.018,0.073,0.055,0.077,-0.188
'0:01.179',0.546,0.380,-0.166,-0.463,0.356,0.107,0.328,0.153,0.785,0.493,0.017,0.072,0.059,0.074,-0.185
'0:01.180',0.546,0.383,-0.164,-0.465,0.355,0.110,0.323,0.152,0.786,0.496,0.019,0.070,0.059,0.074,-0.182
'0:01.181',0.551,0.389,-0.162,-0.470,0.357,0.114,0.324,0.151,0.789,0.500,0.024,0.075,0.059,0.077,-0.184
'0:01.182',0.547,0.387,-0.160,-0.467,0.354,0.113,0.336,0.159,0.792,0.500,0.021,0.075,0.053,0.086,-0.187
'0:01.183',0.556,0.391,-0.165,-0.474,0.361,0.113,0.340,0.161,0.793,0.499,0.021,0.076,0.058,0.086,-0.184
'0:01.184',0.570,0.401,-0.168,-0.485,0.368,0.117,0.335,0.160,0.792,0.498,0.019,0.077,0.064,0.084,-0.179
'0:01.185',0.569,0.396,-0.172,-0.482,0.370,0.113,0.327,0.153,0.788,0.496,0.021,0.083,0.066,0.076,-0.178
'0:01.186',0.560,0.387,-0.173,-0.473,0.366,0.107,0.321,0.146,0.784,0.493,0.016,0.078,0.064,0.072,-0.176
'0:01.187',0.556,0.394,-0.163,-0.475,0.359,0.116,0.325,0.150,0.787,0.493,0.013,0.068,0.055,0.082,-0.180
'0:01.188',0.553,0.394,-0.159,-0.473,0.356,0.118,0.328,0.152,0.788,0.492,0.013,0.070,0.054,0.079,-0.182
'0:01.189',0.553,0.394,-0.159,-0.473,0.356,0.117,0.306,0.142,0.781,0.488,0.009,0.063,0.053,0.072,-0.174
'0:01.190',0.560,0.410,-0.150,-0.485,0.355,0.130,0.322,0.149,0.788,0.494,0.017,0.072,0.058,0.084,-0.176
'0:01.191',0.562,0.411,-0.150,-0.486,0.356,0.131,0.335,0.154,0.790,0.494,0.018,0.077,0.059,0.092,-0.183
'0:01.192',0.560,0.399,-0.161,-0.480,0.360,0.119,0.324,0.148,0.785,0.489,0.011,0.070,0.058,0.088,-0.180
'0:01.193',0.541,0.390,-0.150,-0.466,0.345,0.120,0.328,0.148,0.786,0.491,0.014,0.074,0.058,0.098,-0.180
'0:01.194',0.540,0.387,-0.153,-0.464,0.347,0.117,0.326,0.146,0.785,0.491,0.015,0.076,0.057,0.094,-0.180
'0:01.195',0.553,0.395,-0.158,-0.474,0.355,0.119,0.325,0.143,0.787,0.492,0.015,0.077,0.061,0.086,-0.178
'0:01.196',0.561,0.408,-0.152,-0.484,0.356,0.128,0.324,0.146,0.787,0.493,0.015,0.074,0.054,0.099,-0.185
'0:01.197',0.568,0.411,-0.156,-0.489,0.361,0.128,0.326,0.151,0.784,0.492,0.015,0.073,0.053,0.098,-0.184
'0:01.198',0.552,0.393,-0.159,-0.473,0.355,0.117,0.327,0.150,0.780,0.488,0.011,0.066,0.064,0.086,-0.172
'0:01.199',0.545,0.385,-0.160,-0.466,0.352,0.113,0.327,0.146,0.781,0.491,0.013,0.062,0.056,0.087,-0.177
'0:01.200',0.553,0.396,-0.157,-0.474,0.354,0.120,0.330,0.149,0.791,0.499,0.020,0.072,0.042,0.087,-0.191
'0:01.201',0.553,0.396,-0.158,-0.474,0.355,0.119,0.328,0.149,0.788,0.497,0.018,0.071,0.057,0.081,-0.183
'0:01.202',0.543,0.386,-0.157,-0.465,0.350,0.115,0.331,0.150,0.787,0.496,0.015,0.070,0.066,0.084,-0.174
'0:01.203',0.545,0.389,-0.155,-0.467,0.350,0.117,0.329,0.149,0.787,0.497,0.018,0.070,0.057,0.084,-0.179
'0:01.204',0.553,0.395,-0.158,-0.474,0.355,0.118,0.323,0.142,0.779,0.494,0.018,0.067,0.059,0.084,-0.178
'0:01.205',0.550,0.391,-0.159,-0.470,0.354,0.116,0.328,0.151,0.784,0.496,0.018,0.070,0.061,0.081,-0.177
'0:01.206',0.543,0.386,-0.156,-0.465,0.349,0.115,0.330,0.154,0.787,0.496,0.019,0.073,0.059,0.084,-0.179
'0:01.207',0.544,0.390,-0.154,-0.467,0.349,0.117,0.327,0.152,0.786,0.497,0.019,0.074,0.058,0.086,-0.181
'0:01.208',0.549,0.393,-0.156,-0.471,0.352,0.118,0.327,0.151,0.785,0.498,0.018,0.073,0.059,0.069,-0.178
'0:01.209',0.545,0.391,-0.154,-0.469,0.350,0.118,0.328,0.149,0.784,0.495,0.017,0.070,0.055,0.067,-0.177
'0:01.210',0.544,0.391,-0.153,-0.468,0.349,0.119,0.328,0.148,0.783,0.496,0.018,0.070,0.055,0.080,-0.181
'0:01.211',0.548,0.392,-0.155,-0.470,0.351,0.118,0.327,0.148,0.781,0.494,0.018,0.072,0.058,0.083,-0.179
'0:01.212',0.550,0.396,-0.153,-0.473,0.351,0.121,0.329,0.152,0.783,0.497,0.020,0.078,0.059,0.080,-0.178
'0:01.213',0.551,0.398,-0.152,-0.474,0.352,0.122,0.331,0.154,0.780,0.494,0.016,0.076,0.058,0.080,-0.178
'0:01.214',0.561,0.401,-0.161,-0.481,0.361,0.120,0.328,0.152,0.781,0.493,0.011,0.070,0.053,0.084,-0.179
'0:01.215',0.555,0.393,-0.162,-0.474,0.359,0.116,0.325,0.147,0.774,0.486,0.005,0.062,0.052,0.081,-0.175
'0:01.216',0.551,0.397,-0.154,-0.474,0.352,0.121,0.325,0.147,0.774,0.487,0.007,0.065,0.054,0.079,-0.174
'0:01.217',0.560,0.408,-0.151,-0.484,0.356,0.129,0.326,0.148,0.781,0.491,0.011,0.067,0.051,0.083,-0.180
'0:01.218',0.554,0.405,-0.149,-0.479,0.352,0.128,0.327,0.149,0.779,0.489,0.010,0.068,0.050,0.083,-0.179
'0:01.219',0.547,0.401,-0.146,-0.474,0.346,0.127,0.327,0.151,0.783,0.493,0.017,0.072,0.058,0.080,-0.175
'0:01.220',0.547,0.388,-0.159,-0.468,0.353,0.115,0.320,0.146,0.781,0.487,0.011,0.063,0.052,0.067,-0.173
'0:01.221',0.558,0.391,-0.168,-0.474,0.363,0.112,0.320,0.145,0.778,0.485,0.007,0.059,0.050,0.067,-0.171
'0:01.222',0.554,0.386,-0.169,-0.470,0.362,0.108,0.321,0.144,0.779,0.487,0.009,0.065,0.050,0.074,-0.175
'0:01.223',0.552,0.387,-0.165,-0.469,0.358,0.111,0.329,0.151,0.783,0.492,0.013,0.069,0.041,0.081,-0.184
'0:01.224',0.570,0.403,-0.166,-0.486,0.368,0.118,0.326,0.151,0.782,0.491,0.013,0.067,0.050,0.076,-0.178
'0:01.225',0.568,0.404,-0.165,-0.485,0.366,0.119,0.318,0.148,0.780,0.489,0.017,0.081,0.064,0.073,-0.172
'0:01.226',0.561,0.400,-0.161,-0.480,0.361,0.119,0.330,0.151,0.778,0.486,0.015,0.072,0.053,0.080,-0.174
'0:01.227',0.564,0.393,-0.171,-0.478,0.367,0.111,0.325,0.148,0.773,0.480,0.004,0.051,0.042,0.073,-0.172
'0:01.228',0.557,0.388,-0.169,-0.472,0.363,0.110,0.323,0.145,0.773,0.478,0.004,0.054,0.042,0.075,-0.174
'0:01.229',0.547,0.386,-0.162,-0.467,0.354,0.112,0.325,0.141,0.771,0.476,0.003,0.054,0.048,0.087,-0.171
'0:01.230',0.542,0.396,-0.146,-0.469,0.344,0.125,0.322,0.145,0.778,0.484,0.011,0.064,0.052,0.092,-0.170
'0:01.231',0.544,0.401,-0.142,-0.472,0.343,0.129,0.325,0.148,0.780,0.488,0.013,0.068,0.050,0.092,-0.170
'0:01.232',0.546,0.400,-0.145,-0.473,0.346,0.127,0.323,0.144,0.778,0.486,0.012,0.068,0.050,0.097,-0.167
'0:01.233',0.551,0.403,-0.148,-0.477,0.350,0.128,0.324,0.145,0.779,0.484,0.012,0.064,0.050,0.097,-0.172
'0:01.234',0.554,0.396,-0.158,-0.475,0.356,0.119,0.324,0.145,0.778,0.483,0.007,0.059,0.053,0.084,-0.166
'0:01.235',0.553,0.398,-0.155,-0.475,0.354,0.121,0.321,0.144,0.776,0.481,0.005,0.059,0.057,0.083,-0.165
'0:01.236',0.555,0.407,-0.147,-0.481,0.351,0.130,0.322,0.144,0.778,0.483,0.009,0.062,0.052,0.091,-0.173
'0:01.237',0.558,0.412,-0.146,-0.485,0.352,0.133,0.325,0.145,0.779,0.487,0.013,0.066,0.054,0.086,-0.173
'0:01.238',0.572,0.418,-0.153,-0.494,0.362,0.132,0.324,0.151,0.780,0.487,0.015,0.066,0.056,0.085,-0.176
'0:01.239',0.565,0.414,-0.151,-0.489,0.358,0.132,0.326,0.153,0.784,0.490,0.019,0.072,0.056,0.090,-0.182
'0:01.240',0.554,0.403,-0.151,-0.478,0.353,0.126,0.325,0.149,0.779,0.486,0.015,0.065,0.051,0.080,-0.178
'0:01.241',0.542,0.403,-0.139,-0.472,0.341,0.132,0.327,0.150,0.782,0.490,0.021,0.065,0.050,0.086,-0.176
'0:01.242',0.541,0.405,-0.136,-0.473,0.339,0.135,0.331,0.151,0.785,0.492,0.022,0.068,0.050,0.093,-0.179
'0:01.243',0.552,0.396,-0.157,-0.474,0.355,0.119,0.326,0.149,0.775,0.482,0.010,0.060,0.046,0.080,-0.177
'0:01.244',0.558,0.403,-0.155,-0.480,0.357,0.123,0.321,0.147,0.775,0.481,0.011,0.060,0.050,0.085,-0.179
'0:01.245',0.567,0.413,-0.152,-0.490,0.359,0.131,0.324,0.148,0.781,0.487,0.017,0.070,0.053,0.086,-0.181
'0:01.246',0.560,0.406,-0.154,-0.483,0.357,0.126,0.323,0.149,0.781,0.487,0.017,0.071,0.052,0.084,-0.179
'0:01.247',0.574,0.408,-0.165,-0.491,0.369,0.121,0.319,0.144,0.777,0.482,0.011,0.064,0.052,0.076,-0.178
'0:01.248',0.568,0.408,-0.159,-0.488,0.363,0.125,0.325,0.146,0.779,0.482,0.011,0.067,0.053,0.076,-0.180
'0:01.249',0.550,0.404,-0.145,-0.477,0.348,0.129,0.326,0.148,0.782,0.483,0.013,0.067,0.049,0.080,-0.182
'0:01.250',0.547,0.394,-0.153,-0.471,0.350,0.120,0.320,0.145,0.773,0.475,0.006,0.061,0.053,0.070,-0.176
'0:01.251',0.552,0.401,-0.151,-0.476,0.351,0.124,0.323,0.144,0.775,0.478,0.011,0.066,0.057,0.083,-0.176
'0:01.252',0.573,0.425,-0.146,-0.499,0.359,0.140,0.325,0.145,0.784,0.489,0.019,0.072,0.058,0.093,-0.180
'0:01.253',0.572,0.434,-0.137,-0.503,0.354,0.149,0.320,0.142,0.783,0.491,0.024,0.079,0.059,0.101,-0.182
'0:01.254',0.558,0.436,-0.121,-0.497,0.340,0.157,0.325,0.144,0.791,0.499,0.033,0.086,0.054,0.114,-0.193
'0:01.255',0.565,0.452,-0.113,-0.508,0.339,0.170,0.325,0.146,0.797,0.504,0.035,0.083,0.050,0.124,-0.196
'0:01.256',0.573,0.463,-0.110,-0.517,0.341,0.176,0.320,0.145,0.798,0.505,0.036,0.085,0.054,0.139,-0.197
'0:01.257',0.561,0.455,-0.106,-0.507,0.334,0.174,0.319,0.144,0.799,0.508,0.036,0.086,0.054,0.144,-0.200
'0:01.258',0.560,0.450,-0.111,-0.505,0.336,0.170,0.319,0.141,0.798,0.507,0.035,0.086,0.056,0.133,-0.200
'0:01.259',0.550,0.434,-0.116,-0.492,0.333,0.159,0.309,0.131,0.793,0.501,0.033,0.082,0.062,0.123,-0.197
'0:01.260',0.548,0.433,-0.115,-0.491,0.332,0.159,0.302,0.119,0.792,0.500,0.033,0.087,0.066,0.121,-0.193
'0:01.261',0.564,0.454,-0.111,-0.508,0.338,0.172,0.311,0.133,0.803,0.509,0.041,0.096,0.059,0.136,-0.200
'0:01.262',0.564,0.465,-0.099,-0.514,0.332,0.182,0.320,0.142,0.808,0.513,0.044,0.101,0.055,0.159,-0.207
'0:01.263',0.571,0.472,-0.099,-0.521,0.335,0.186,0.315,0.135,0.810,0.516,0.048,0.106,0.063,0.152,-0.203
'0:01.264',0.577,0.485,-0.090,-0.531,0.334,0.198,0.317,0.138,0.814,0.521,0.050,0.101,0.061,0.156,-0.206
'0:01.265',0.574,0.484,-0.089,-0.529,0.332,0.198,0.310,0.135,0.813,0.521,0.049,0.100,0.063,0.159,-0.206
